"","Index","Status","Sats","RTC.date","RTC.time","FIX.date","FIX.time","Delta.s.","Latitude","Longitude","Altitude.m.","HDOP","eRes","Temperature.C.","Voltage.V.","site","nest","year","FIX.date2","firstfix","trackday","fewpoints","barn_lat","barn_long","distance","close50","close100"
"490",120,"Valid","5/7","21/07/03","14:40:06","21/07/03","14:39:25.728",-40.272,40.11178,-105.18522,1563.99,3.7,0.5,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE,40.1104,-105.18604,168.424992210539,FALSE,FALSE
"491",121,"Valid","7/9","21/07/03","14:50:04","21/07/03","14:49:23.716",-40.284,40.11257,-105.18494,1534.89,2,3.5,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE,40.1104,-105.18604,258.556672778472,FALSE,FALSE
"492",122,"Valid","8/9","21/07/04","13:00:07","21/07/04","12:59:23.303",-43.697,40.11351,-105.18735,1537.04,1.1,0.9,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,362.935317539563,FALSE,FALSE
"493",123,"Valid","8/9","21/07/04","13:10:04","21/07/04","13:09:20.270",-43.73,40.11092,-105.18842,1540.25,1.2,0.6,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,210.964066952239,FALSE,FALSE
"494",124,"Valid","8/9","21/07/04","13:20:04","21/07/04","13:19:20.245",-43.755,40.1106,-105.1891,1540.48,1.2,0.3,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,261.826994881679,FALSE,FALSE
"495",125,"Valid","7/9","21/07/04","13:30:05","21/07/04","13:29:21.217",-43.783,40.1126,-105.18658,1544.29,1.3,0.9,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,248.581217488101,FALSE,FALSE
"496",126,"Valid","8/8","21/07/04","13:40:04","21/07/04","13:39:20.200",-43.8,40.11133,-105.18318,1538.99,1.2,0.9,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,264.796243649681,FALSE,FALSE
"497",127,"Valid","8/9","21/07/04","13:50:04","21/07/04","13:49:20.155",-43.845,40.11265,-105.178,1533.08,1.3,1.4,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,729.558671437103,FALSE,FALSE
"498",128,"Valid","7/9","21/07/04","14:00:04","21/07/04","13:59:20.096",-43.904,40.11243,-105.18501,1548.04,4.6,0.3,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,241.905564482508,FALSE,FALSE
"499",129,"Valid","8/9","21/07/04","14:10:04","21/07/04","14:09:20.091",-43.909,40.11262,-105.18506,1538.1,1.8,1.5,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,260.276029481294,FALSE,FALSE
"500",130,"Valid","7/8","21/07/04","14:20:11","21/07/04","14:19:26.601",-44.399,40.11267,-105.17794,1536.45,1.4,0.2,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE,40.1104,-105.18604,735.125137301499,FALSE,FALSE
"501",2,"Valid","7/8","21/06/10","13:00:11","21/06/10","13:00:04.992",-6.008,40.18795,-105.1867,1567,1.9,2.2,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,76.4626967576076,FALSE,TRUE
"502",3,"Valid","8/8","21/06/10","13:10:05","21/06/10","13:09:59.429",-5.571,40.18829,-105.18618,1531.31,1.5,1.7,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,107.443644951225,FALSE,FALSE
"503",4,"Valid","8/8","21/06/10","13:20:07","21/06/10","13:20:01.439",-5.561,40.1881,-105.1868,1552.39,1.1,2.2,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,60.6680812769459,FALSE,TRUE
"504",5,"Valid","8/9","21/06/10","13:30:11","21/06/10","13:30:05.195",-5.805,40.18806,-105.18483,1541.09,1.2,0.6,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,224.428855046038,FALSE,FALSE
"505",6,"Valid","9/9","21/06/10","13:40:04","21/06/10","13:39:58.369",-5.631,40.18807,-105.18628,1542.22,0.9,1.3,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,103.233593934375,FALSE,FALSE
"506",7,"Valid","9/9","21/06/10","13:50:04","21/06/10","13:49:58.321",-5.679,40.1881,-105.18633,1543.3,0.9,2.2,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,98.2111112210442,FALSE,TRUE
"507",8,"Valid","9/9","21/06/10","14:00:04","21/06/10","13:59:58.286",-5.714,40.18811,-105.18629,1539.08,1.4,2.8,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,101.207989449789,FALSE,FALSE
"508",9,"Valid","9/9","21/06/10","14:10:04","21/06/10","14:09:58.315",-5.685,40.18989,-105.18636,1533.38,1.2,1.1,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,195.141433063375,FALSE,FALSE
"509",10,"Valid","9/9","21/06/10","14:20:04","21/06/10","14:19:58.247",-5.753,40.18792,-105.18021,1539.56,1.7,1.3,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,617.463602988336,FALSE,FALSE
"510",11,"Valid","8/8","21/06/10","14:30:04","21/06/10","14:29:58.266",-5.734,40.1882,-105.18676,1536.26,1.3,2.1,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,59.9583050679039,FALSE,TRUE
"511",12,"Valid","6/6","21/06/10","14:40:04","21/06/10","14:39:58.207",-5.793,40.18816,-105.18697,1536.83,2.4,0.4,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,44.7375761722233,TRUE,TRUE
"512",13,"Valid","9/9","21/06/10","14:50:07","21/06/10","14:50:01.171",-5.829,40.18863,-105.18467,1537.27,1.2,0.4,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE,40.18834,-105.18744,238.077060324149,FALSE,FALSE
"513",14,"Valid","9/9","21/06/11","13:00:04","21/06/11","12:59:54.667",-9.333,40.18809,-105.18633,1536.75,0.9,1.1,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,98.5182125062736,FALSE,TRUE
"514",15,"Valid","8/8","21/06/11","13:10:04","21/06/11","13:09:54.622",-9.378,40.18703,-105.18378,1534.88,1,0.8,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,343.955881152401,FALSE,FALSE
"515",16,"Valid","7/7","21/06/11","13:20:05","21/06/11","13:19:55.584",-9.416,40.18811,-105.18679,1544.04,1.4,2.7,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,60.9607938522764,FALSE,TRUE
"516",17,"Valid","8/8","21/06/11","13:30:04","21/06/11","13:29:54.601",-9.399,40.18815,-105.1864,1537.39,1.6,1.2,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,91.0433955078282,FALSE,TRUE
"517",18,"Valid","9/9","21/06/11","13:40:06","21/06/11","13:39:56.534",-9.466,40.18762,-105.18207,1534.72,1.1,0.7,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,464.240835882201,FALSE,FALSE
"518",19,"Valid","8/8","21/06/11","13:50:08","21/06/11","13:49:58.513",-9.487,40.18805,-105.18678,1524.29,1.3,3.1,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,64.7757911374025,FALSE,TRUE
"519",20,"Valid","8/8","21/06/11","14:00:04","21/06/11","13:59:54.488",-9.512,40.1922,-105.17261,1538.15,1.3,0.8,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,1333.62014735749,FALSE,FALSE
"520",21,"Valid","9/9","21/06/11","14:10:04","21/06/11","14:09:54.448",-9.552,40.19101,-105.17076,1536.36,1.4,0.7,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,1451.03089414567,FALSE,FALSE
"521",22,"Valid","9/9","21/06/11","14:20:04","21/06/11","14:19:54.431",-9.569,40.1908,-105.17014,1535.15,1.2,0.6,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,1498.32954029126,FALSE,FALSE
"522",23,"Valid","9/9","21/06/11","14:30:04","21/06/11","14:29:54.397",-9.603,40.19047,-105.17057,1535.62,1.2,1,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,1455.94475665063,FALSE,FALSE
"523",24,"Valid","9/9","21/06/11","14:40:04","21/06/11","14:39:54.367",-9.633,40.19167,-105.17033,1535.7,1,0.5,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,1503.21669541889,FALSE,FALSE
"524",25,"Valid","7/7","21/06/11","14:50:06","21/06/11","14:49:56.321",-9.679,40.18811,-105.18679,1531.99,1.5,2.3,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE,40.18834,-105.18744,60.9607938522764,FALSE,TRUE
"525",26,"Valid","9/9","21/06/12","13:00:07","21/06/12","12:59:53.687",-13.313,40.18829,-105.18617,1535.95,0.9,1,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,108.294104383799,FALSE,FALSE
"526",27,"Valid","8/8","21/06/12","13:10:04","21/06/12","13:09:50.662",-13.338,40.18903,-105.1866,1536.13,1.8,0.6,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,104.819106929379,FALSE,FALSE
"527",28,"Valid","8/9","21/06/12","13:20:11","21/06/12","13:19:57.631",-13.369,40.18796,-105.18641,1542.44,1,0.9,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,97.3349280269103,FALSE,TRUE
"528",29,"Valid","7/7","21/06/12","13:30:04","21/06/12","13:29:50.595",-13.405,40.18789,-105.18605,1537.56,1.8,1.6,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,128.485174059778,FALSE,FALSE
"529",30,"Valid","9/9","21/06/12","13:40:04","21/06/12","13:39:50.574",-13.426,40.18783,-105.18598,1534.6,1.3,1,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,136.621446319423,FALSE,FALSE
"530",31,"Valid","9/9","21/06/12","13:50:04","21/06/12","13:49:50.583",-13.417,40.18804,-105.18625,1542.01,1.2,1.8,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,106.673722658213,FALSE,FALSE
"531",32,"Valid","8/8","21/06/12","14:00:05","21/06/12","13:59:51.540",-13.46,40.18829,-105.18672,1548.5,1.9,3.3,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,61.565192372971,FALSE,TRUE
"532",33,"Valid","8/8","21/06/12","14:10:04","21/06/12","14:09:50.505",-13.495,40.18809,-105.18407,1538.95,1.4,3,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,288.325068600465,FALSE,FALSE
"533",34,"Valid","9/9","21/06/12","14:20:08","21/06/12","14:19:54.468",-13.532,40.18993,-105.18625,1533.1,1.2,1.3,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,203.567054657469,FALSE,FALSE
"534",35,"Valid","9/9","21/06/12","14:30:11","21/06/12","14:29:57.396",-13.604,40.18916,-105.18586,1533.7,1.3,0.5,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,162.462530958972,FALSE,FALSE
"535",37,"Valid","8/8","21/06/12","14:50:05","21/06/12","14:49:51.393",-13.607,40.17951,-105.19405,1537.74,1.2,1.4,0,0,"Cooks","co27",2021,"2021-06-12",0,"co27-06-12",FALSE,40.18834,-105.18744,1130.58065117631,FALSE,FALSE
"536",38,"Valid","8/8","21/06/13","13:00:05","21/06/13","12:59:47.804",-17.196,40.18843,-105.18591,1536.65,1.4,1,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,130.675539758593,FALSE,FALSE
"537",39,"Valid","7/7","21/06/13","13:10:05","21/06/13","13:09:47.753",-17.247,40.18806,-105.18683,1522.26,1.3,1.8,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,60.5402301959492,FALSE,TRUE
"538",40,"Valid","7/7","21/06/13","13:20:04","21/06/13","13:19:46.760",-17.24,40.18762,-105.18556,1541.31,1.3,0.9,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,178.950870938045,FALSE,FALSE
"539",41,"Valid","9/9","21/06/13","13:30:11","21/06/13","13:29:53.730",-17.27,40.18813,-105.18566,1534.07,1.3,0.9,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,153.365892877277,FALSE,FALSE
"540",42,"Valid","9/9","21/06/13","13:40:09","21/06/13","13:39:51.683",-17.317,40.18813,-105.18675,1538.99,1,2,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,63.2173025391238,FALSE,TRUE
"541",43,"Valid","8/8","21/06/13","13:50:09","21/06/13","13:49:51.653",-17.347,40.18764,-105.18555,1528.21,1.9,1.2,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,178.736266687171,FALSE,FALSE
"542",44,"Valid","9/9","21/06/13","14:00:05","21/06/13","13:59:47.637",-17.363,40.18755,-105.18562,1537.54,1.2,1.5,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,178.09183307649,FALSE,FALSE
"543",45,"Valid","7/7","21/06/13","14:10:04","21/06/13","14:09:46.600",-17.4,40.18783,-105.18616,1538.71,2.9,0.7,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,122.836058457195,FALSE,FALSE
"544",46,"Valid","9/9","21/06/13","14:20:04","21/06/13","14:19:46.577",-17.423,40.18805,-105.18635,1544.56,1.1,1.6,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,98.2500397860225,FALSE,TRUE
"545",47,"Valid","9/9","21/06/13","14:30:06","21/06/13","14:29:48.560",-17.44,40.18814,-105.18679,1536.21,1.3,1.5,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,59.6419866802714,FALSE,TRUE
"546",48,"Valid","6/6","21/06/13","14:40:10","21/06/13","14:39:52.547",-17.453,40.18819,-105.18668,1545.56,3,1.6,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,66.8295499573968,FALSE,TRUE
"547",49,"Valid","7/7","21/06/13","14:50:08","21/06/13","14:49:50.492",-17.508,40.18815,-105.18677,1553.96,1.7,1.9,0,0,"Cooks","co27",2021,"2021-06-13",0,"co27-06-13",FALSE,40.18834,-105.18744,60.8320222058727,FALSE,TRUE
"548",50,"Valid","6/6","21/06/14","13:00:09","21/06/14","12:59:47.965",-21.035,40.18815,-105.18671,1540.55,1.6,1.3,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,65.6483524817972,FALSE,TRUE
"549",51,"Valid","5/5","21/06/14","13:10:11","21/06/14","13:09:49.375",-21.625,40.18806,-105.18698,1526.5,4.2,0.7,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,50.0116557261799,FALSE,TRUE
"550",52,"Valid","9/9","21/06/14","13:20:11","21/06/14","13:19:49.402",-21.598,40.18837,-105.18428,1531.12,1.4,0.8,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,269.122316207896,FALSE,FALSE
"551",53,"Valid","6/6","21/06/14","13:30:06","21/06/14","13:29:44.897",-21.103,40.18763,-105.1856,1530.83,4.1,0.4,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,175.408058834291,FALSE,FALSE
"552",54,"Valid","8/8","21/06/14","13:40:07","21/06/14","13:39:45.847",-21.153,40.18816,-105.18676,1535.05,1.3,2.4,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,61.2602467452183,FALSE,TRUE
"553",55,"Valid","8/8","21/06/14","13:50:04","21/06/14","13:49:42.815",-21.185,40.18808,-105.18673,1549.59,1.9,2.2,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,67.0017183277457,FALSE,TRUE
"554",56,"Valid","8/8","21/06/14","14:00:04","21/06/14","13:59:42.800",-21.2,40.18997,-105.18666,1539.88,2,1.3,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,192.795912856434,FALSE,FALSE
"555",57,"Valid","7/7","21/06/14","14:10:06","21/06/14","14:09:44.765",-21.235,40.18806,-105.1867,1535.13,2.4,0.6,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,70.2698652430113,FALSE,TRUE
"556",58,"Valid","9/9","21/06/14","14:20:10","21/06/14","14:19:48.743",-21.257,40.18812,-105.18664,1540.45,1.5,1.2,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,72.374403963727,FALSE,TRUE
"557",59,"Valid","9/9","21/06/14","14:30:09","21/06/14","14:29:47.720",-21.28,40.18789,-105.18609,1536.85,1.2,0.6,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,125.353952740045,FALSE,FALSE
"558",60,"Valid","8/8","21/06/14","14:40:11","21/06/14","14:39:49.705",-21.295,40.18777,-105.1863,1537.3,1.2,0.9,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,115.890700083475,FALSE,FALSE
"559",61,"Valid","8/9","21/06/14","14:50:06","21/06/14","14:49:44.671",-21.329,40.18912,-105.18493,1537.93,1.3,1.1,0,0,"Cooks","co27",2021,"2021-06-14",0,"co27-06-14",FALSE,40.18834,-105.18744,230.627803657044,FALSE,FALSE
"560",62,"Valid","8/9","21/06/15","13:00:09","21/06/15","12:59:44.109",-24.891,40.18769,-105.18699,1529.06,1,8.5,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,81.717552286943,FALSE,TRUE
"561",63,"Valid","8/8","21/06/15","13:10:04","21/06/15","13:09:39.144",-24.856,40.18764,-105.18557,1538.58,1.2,0.5,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,177.204107256137,FALSE,FALSE
"562",64,"Valid","9/9","21/06/15","13:20:04","21/06/15","13:19:39.118",-24.882,40.18811,-105.18413,1534.81,1.3,1.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,283.030632633592,FALSE,FALSE
"563",65,"Valid","7/7","21/06/15","13:30:10","21/06/15","13:29:45.090",-24.91,40.18823,-105.18675,1544.1,1.8,4.9,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,60.0156519807114,FALSE,TRUE
"564",66,"Valid","7/7","21/06/15","13:40:14","21/06/15","13:39:49.050",-24.95,40.18765,-105.18558,1530.35,1.6,0.5,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,175.952859985786,FALSE,FALSE
"565",67,"Valid","6/6","21/06/15","13:50:05","21/06/15","13:49:40.025",-24.975,40.18814,-105.18677,1536.57,1.6,0.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,61.2259783693462,FALSE,TRUE
"566",68,"Valid","9/9","21/06/15","14:00:05","21/06/15","13:59:40.002",-24.998,40.18811,-105.18411,1534.8,1.1,1.2,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,284.726904813897,FALSE,FALSE
"567",69,"Valid","7/7","21/06/15","14:10:05","21/06/15","14:09:39.970",-25.03,40.18812,-105.18416,1534.54,2.4,0.4,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,280.387438950575,FALSE,FALSE
"568",70,"Valid","9/9","21/06/15","14:20:04","21/06/15","14:19:38.936",-25.064,40.18781,-105.18606,1536.59,1.2,0.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,131.43137423774,FALSE,FALSE
"569",71,"Valid","7/7","21/06/15","14:30:08","21/06/15","14:29:42.911",-25.089,40.18928,-105.18532,1534.77,1.4,1.4,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,208.536243402806,FALSE,FALSE
"570",72,"Valid","6/6","21/06/15","14:40:08","21/06/15","14:39:42.880",-25.12,40.1891,-105.18489,1538.26,2.4,1.1,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,232.974764565358,FALSE,FALSE
"571",73,"Valid","7/7","21/06/15","14:50:04","21/06/15","14:49:38.860",-25.14,40.18824,-105.18613,1537.49,2.1,0.8,0,0,"Cooks","co27",2021,"2021-06-15",0,"co27-06-15",FALSE,40.18834,-105.18744,112.109331675877,FALSE,FALSE
"572",74,"Valid","9/9","21/06/16","13:00:04","21/06/16","12:59:35.366",-28.634,40.1881,-105.18642,1537.46,0.9,6.6,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,90.8581615006154,FALSE,TRUE
"573",75,"Valid","8/8","21/06/16","13:10:04","21/06/16","13:09:35.336",-28.664,40.18824,-105.18649,1531.83,1.2,2.8,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,81.6593613170331,FALSE,TRUE
"574",76,"Valid","9/9","21/06/16","13:20:04","21/06/16","13:19:35.349",-28.651,40.1881,-105.18629,1539.16,1,1,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,101.493877425818,FALSE,FALSE
"575",77,"Valid","9/9","21/06/16","13:30:04","21/06/16","13:29:35.312",-28.688,40.18821,-105.18664,1532.65,1.3,0.7,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,69.6395661635715,FALSE,TRUE
"576",78,"Valid","9/9","21/06/16","13:40:07","21/06/16","13:39:38.262",-28.738,40.18821,-105.18655,1536.13,1.3,0.9,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,77.1537640233187,FALSE,TRUE
"577",79,"Valid","6/6","21/06/16","13:50:05","21/06/16","13:49:36.240",-28.76,40.18811,-105.1867,1543.87,2.3,0.5,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,67.9959482042653,FALSE,TRUE
"578",80,"Valid","9/9","21/06/16","14:00:07","21/06/16","13:59:38.208",-28.792,40.1882,-105.18659,1536.03,1.1,1.2,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,74.0354796702772,FALSE,TRUE
"579",81,"Valid","6/6","21/06/16","14:10:04","21/06/16","14:09:35.219",-28.781,40.18818,-105.18683,1536.63,1.8,1.3,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,54.9009788436483,FALSE,TRUE
"580",82,"Valid","9/9","21/06/16","14:20:04","21/06/16","14:19:35.164",-28.836,40.18877,-105.18409,1546.14,1.3,1.4,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,289.249006643513,FALSE,FALSE
"581",83,"Valid","7/7","21/06/16","14:30:08","21/06/16","14:29:39.124",-28.876,40.18818,-105.18669,1548.08,1.5,4.2,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,66.2940800869659,FALSE,TRUE
"582",84,"Valid","7/7","21/06/16","14:40:06","21/06/16","14:39:37.107",-28.893,40.18791,-105.18595,1536.21,2.2,0.8,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,135.572974082284,FALSE,FALSE
"583",85,"Valid","9/9","21/06/16","14:50:10","21/06/16","14:49:41.079",-28.921,40.18834,-105.18502,1534.68,1.1,1.1,0,0,"Cooks","co27",2021,"2021-06-16",0,"co27-06-16",FALSE,40.18834,-105.18744,206.084258114175,FALSE,FALSE
"584",86,"Valid","8/9","21/06/17","13:00:11","21/06/17","12:59:38.611",-32.389,40.18826,-105.18664,1533.54,1.6,1.5,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,68.7037559774689,FALSE,TRUE
"585",87,"Valid","8/8","21/06/17","13:10:04","21/06/17","13:09:31.589",-32.411,40.18846,-105.18652,1534.07,1.2,0.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,79.4710161022649,FALSE,TRUE
"586",88,"Valid","8/8","21/06/17","13:20:04","21/06/17","13:19:31.548",-32.452,40.18821,-105.18657,1538.65,1.3,1.7,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,75.4813338680652,FALSE,TRUE
"587",89,"Valid","9/9","21/06/17","13:30:08","21/06/17","13:29:35.543",-32.457,40.18819,-105.18676,1553.84,1.3,3.5,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,60.255741385149,FALSE,TRUE
"588",90,"Valid","8/8","21/06/17","13:40:11","21/06/17","13:39:37.983",-33.017,40.18812,-105.18668,1526.23,1.9,2.3,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,69.1775030590711,FALSE,TRUE
"589",91,"Valid","9/9","21/06/17","13:50:04","21/06/17","13:49:31.471",-32.529,40.18816,-105.1867,1533.02,1.4,0.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,66.1112051404526,FALSE,TRUE
"590",92,"Valid","9/9","21/06/17","14:00:04","21/06/17","13:59:31.461",-32.539,40.18908,-105.18463,1538.02,1.1,0.8,0,0,"Cooks","co27",2021,"2021-06-17",0,"co27-06-17",FALSE,40.18834,-105.18744,253.009235225507,FALSE,FALSE
