"","Index","Status","Sats","RTC.date","RTC.time","FIX.date","FIX.time","Delta.s.","Latitude","Longitude","Altitude.m.","HDOP","eRes","Temperature.C.","Voltage.V.","site","nest","year","FIX.date2","firstfix","trackday","fewpoints"
"263",2,"Valid","6/6","21/06/07","13:00:11","21/06/07","13:00:03.008",-7.992,40.09748,-105.24277,1622.55,2.2,0.8,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"264",3,"Valid","6/6","21/06/07","13:10:05","21/06/07","13:09:57.595",-7.405,40.10046,-105.24568,1597.48,1.7,1.9,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"265",4,"Valid","8/8","21/06/07","13:20:04","21/06/07","13:19:56.597",-7.403,40.10129,-105.24712,1608.35,1.1,1.5,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"266",5,"Valid","8/8","21/06/07","13:30:04","21/06/07","13:29:56.538",-7.462,40.10116,-105.254,1619.89,2,0.9,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"267",6,"Valid","9/9","21/06/07","13:40:04","21/06/07","13:39:56.530",-7.47,40.10128,-105.24701,1610.92,1,1,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"268",7,"Valid","7/7","21/06/07","13:50:05","21/06/07","13:49:57.535",-7.465,40.10035,-105.24637,1612.19,1.5,1.9,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"269",8,"Valid","9/9","21/06/07","14:00:05","21/06/07","13:59:57.499",-7.501,40.09812,-105.24116,1599.28,1.3,1,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"270",9,"Valid","9/9","21/06/07","14:10:04","21/06/07","14:09:56.476",-7.524,40.09265,-105.24152,1585.49,1,1.2,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"271",10,"Valid","8/8","21/06/07","14:20:04","21/06/07","14:19:56.423",-7.577,40.09263,-105.24106,1583.87,1.4,1.3,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"272",11,"Valid","9/9","21/06/07","14:30:04","21/06/07","14:29:56.424",-7.576,40.09876,-105.24442,1611.76,1.7,3.9,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"273",12,"Valid","9/9","21/06/07","14:40:04","21/06/07","14:39:56.401",-7.599,40.08866,-105.23641,1577.05,1.1,1.9,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"274",13,"Valid","8/8","21/06/07","14:50:05","21/06/07","14:49:57.378",-7.622,40.07147,-105.22761,1561.12,1.1,1,0,0,"Schaaps","sc80",2021,"2021-06-07",0,"sc80-06-07",FALSE
"275",14,"Valid","8/8","21/06/08","13:00:06","21/06/08","12:59:55.652",-10.348,40.09752,-105.24351,1599.46,1.6,0.8,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"276",15,"Valid","9/9","21/06/08","13:10:04","21/06/08","13:09:53.633",-10.367,40.09502,-105.2398,1590.25,1.3,0.7,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"277",16,"Valid","6/6","21/06/08","13:20:10","21/06/08","13:19:59.379",-10.621,40.1013,-105.24732,1618.73,2.7,0.3,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"278",17,"Valid","8/8","21/06/08","13:30:04","21/06/08","13:29:53.630",-10.37,40.09968,-105.2463,1612.86,1.2,1.3,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"279",18,"Valid","6/6","21/06/08","13:40:07","21/06/08","13:39:56.602",-10.398,40.10125,-105.24693,1619.71,1.8,0.6,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"280",19,"Valid","8/8","21/06/08","13:50:04","21/06/08","13:49:53.585",-10.415,40.10248,-105.24734,1615.48,1.7,1.3,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"281",20,"Valid","9/9","21/06/08","14:00:05","21/06/08","13:59:54.543",-10.457,40.0934,-105.23965,1588.76,1.3,1.2,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"282",21,"Valid","8/8","21/06/08","14:10:04","21/06/08","14:09:53.531",-10.469,40.0926,-105.2401,1582.09,1.3,0.6,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"283",22,"Valid","9/9","21/06/08","14:20:04","21/06/08","14:19:53.530",-10.47,40.10128,-105.24704,1611.42,1.2,1.3,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"284",23,"Valid","8/8","21/06/08","14:30:07","21/06/08","14:29:56.475",-10.525,40.0952,-105.23979,1592.41,2.6,1.4,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"285",24,"Valid","9/9","21/06/08","14:40:04","21/06/08","14:39:53.486",-10.514,40.09318,-105.23936,1585.46,1.2,1.4,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"286",25,"Valid","9/9","21/06/08","14:50:04","21/06/08","14:49:53.461",-10.539,40.09313,-105.23936,1585.06,1.1,0.7,0,0,"Schaaps","sc80",2021,"2021-06-08",0,"sc80-06-08",FALSE
"287",26,"Valid","7/8","21/06/09","13:00:11","21/06/09","12:59:57.765",-13.235,40.10124,-105.24729,1603.32,3.1,1,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"288",27,"Valid","6/6","21/06/09","13:10:08","21/06/09","13:09:54.761",-13.239,40.0985,-105.24393,1600.51,1.8,0.5,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"289",28,"Valid","7/7","21/06/09","13:20:08","21/06/09","13:19:54.732",-13.268,40.09781,-105.24399,1598.83,1.1,0.7,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"290",29,"Valid","7/7","21/06/09","13:30:04","21/06/09","13:29:50.699",-13.301,40.10037,-105.24767,1604.09,1.9,0.8,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"291",30,"Valid","8/8","21/06/09","13:40:06","21/06/09","13:39:52.685",-13.315,40.09617,-105.24384,1602.91,1.1,0.5,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"292",31,"Valid","9/9","21/06/09","13:50:06","21/06/09","13:49:52.655",-13.345,40.10076,-105.24694,1609.2,1,1,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"293",33,"Valid","9/9","21/06/09","14:10:09","21/06/09","14:09:55.617",-13.383,40.10038,-105.24771,1613.16,1.2,1.1,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"294",34,"Valid","7/7","21/06/09","14:20:05","21/06/09","14:19:51.601",-13.399,40.10014,-105.24918,1613.19,3.3,1.1,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"295",35,"Valid","9/9","21/06/09","14:30:04","21/06/09","14:29:50.558",-13.442,40.0932,-105.23936,1584.91,1.2,1.1,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"296",36,"Valid","7/7","21/06/09","14:40:04","21/06/09","14:39:50.570",-13.43,40.09349,-105.24059,1590.95,1.6,0.6,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"297",37,"Valid","9/9","21/06/09","14:50:04","21/06/09","14:49:50.523",-13.477,40.09814,-105.2445,1605.84,1.1,1.1,0,0,"Schaaps","sc80",2021,"2021-06-09",0,"sc80-06-09",FALSE
"298",38,"Valid","7/7","21/06/10","13:00:11","21/06/10","12:59:54.814",-16.186,40.10086,-105.24704,1613.63,1.1,1,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"299",39,"Valid","7/7","21/06/10","13:10:04","21/06/10","13:09:47.859",-16.141,40.09826,-105.24498,1598.03,1.2,0.5,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"300",40,"Valid","6/6","21/06/10","13:20:06","21/06/10","13:19:49.824",-16.176,40.10023,-105.24822,1610.67,2.3,0.7,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"301",41,"Valid","6/6","21/06/10","13:30:11","21/06/10","13:29:54.832",-16.168,40.10041,-105.24777,1632.9,2.6,2.5,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"302",42,"Valid","8/8","21/06/10","13:40:04","21/06/10","13:39:47.763",-16.237,40.09934,-105.24346,1611.26,2.8,3,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"303",43,"Valid","8/8","21/06/10","13:50:04","21/06/10","13:49:47.767",-16.233,40.09216,-105.24139,1583.1,1.5,1.5,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"304",44,"Valid","8/8","21/06/10","14:00:08","21/06/10","13:59:51.759",-16.241,40.10057,-105.2481,1606.15,1.3,1.6,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"305",45,"Valid","9/9","21/06/10","14:10:04","21/06/10","14:09:47.698",-16.302,40.10413,-105.2563,1624.68,1.2,0.9,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"306",46,"Valid","7/7","21/06/10","14:20:07","21/06/10","14:19:50.702",-16.298,40.10124,-105.24719,1603.18,1.5,2.1,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"307",47,"Valid","6/6","21/06/10","14:30:08","21/06/10","14:29:51.675",-16.325,40.10123,-105.24704,1604.63,1.8,0.7,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"308",48,"Valid","7/7","21/06/10","14:40:04","21/06/10","14:39:47.658",-16.342,40.10107,-105.2469,1610.22,1.3,0.5,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"309",49,"Valid","9/9","21/06/10","14:50:04","21/06/10","14:49:47.680",-16.32,40.09801,-105.23794,1596.32,1.2,0.7,0,0,"Schaaps","sc80",2021,"2021-06-10",0,"sc80-06-10",FALSE
"310",50,"Valid","6/6","21/06/11","13:00:11","21/06/11","12:59:51.416",-19.584,40.10136,-105.24709,1617.7,1.7,7.4,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"311",51,"Valid","9/9","21/06/11","13:10:11","21/06/11","13:09:51.410",-19.59,40.09179,-105.2392,1580.05,0.9,1.4,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"312",52,"Valid","9/9","21/06/11","13:20:09","21/06/11","13:19:49.932",-19.068,40.10038,-105.24738,1610.61,0.9,0.9,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"313",53,"Valid","6/7","21/06/11","13:30:05","21/06/11","13:29:45.906",-19.094,40.10064,-105.24714,1610.9,1.5,1.2,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"314",54,"Valid","9/9","21/06/11","13:40:04","21/06/11","13:39:44.892",-19.108,40.09328,-105.23915,1591.97,1,1.6,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"315",55,"Valid","6/7","21/06/11","13:50:04","21/06/11","13:49:44.876",-19.124,40.0974,-105.24439,1603.26,2.1,0.5,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"316",56,"Valid","6/6","21/06/11","14:00:05","21/06/11","13:59:45.827",-19.173,40.10119,-105.24711,1604.83,1.7,0.9,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"317",57,"Valid","7/7","21/06/11","14:10:05","21/06/11","14:09:45.822",-19.178,40.09098,-105.24064,1582.42,3.4,1,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"318",58,"Valid","9/9","21/06/11","14:20:09","21/06/11","14:19:49.793",-19.207,40.10028,-105.24666,1610.71,1.2,0.9,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"319",59,"Valid","8/8","21/06/11","14:30:06","21/06/11","14:29:46.776",-19.224,40.09188,-105.23891,1579.27,1.6,0.7,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"320",60,"Valid","9/9","21/06/11","14:40:04","21/06/11","14:39:44.741",-19.259,40.10042,-105.24729,1606.06,1.1,0.8,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"321",61,"Valid","6/6","21/06/11","14:50:05","21/06/11","14:49:45.732",-19.268,40.09285,-105.24301,1590.69,1.8,1.2,0,0,"Schaaps","sc80",2021,"2021-06-11",0,"sc80-06-11",FALSE
"322",62,"Valid","6/6","21/06/12","13:00:11","21/06/12","12:59:48.992",-22.008,40.10118,-105.24703,1610.53,3.4,0.7,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"323",63,"Valid","7/7","21/06/12","13:10:04","21/06/12","13:09:41.891",-22.109,40.10654,-105.25515,1620.23,1.9,1.5,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"324",64,"Valid","6/6","21/06/12","13:20:04","21/06/12","13:19:41.866",-22.134,40.10832,-105.25916,1621.44,1.5,0.8,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"325",65,"Valid","8/9","21/06/12","13:30:11","21/06/12","13:29:48.792",-22.208,40.10515,-105.24903,1611.55,1.5,0.8,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"326",66,"Valid","8/8","21/06/12","13:40:11","21/06/12","13:39:48.212",-22.788,40.10991,-105.25043,1615.73,1.2,1.2,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"327",67,"Valid","8/9","21/06/12","13:50:04","21/06/12","13:49:41.800",-22.2,40.10009,-105.25034,1611.92,3.1,1.2,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"328",68,"Valid","9/9","21/06/12","14:00:06","21/06/12","13:59:43.774",-22.226,40.08546,-105.22747,1564.48,1.2,1,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"329",69,"Valid","9/9","21/06/12","14:10:04","21/06/12","14:09:41.744",-22.256,40.0899,-105.22849,1579.68,1.2,1.5,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"330",70,"Valid","8/8","21/06/12","14:20:11","21/06/12","14:19:48.709",-22.291,40.10131,-105.24718,1613.05,1.2,1.5,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"331",71,"Valid","8/8","21/06/12","14:30:05","21/06/12","14:29:42.704",-22.296,40.09343,-105.24412,1580.55,1.2,0.9,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"332",72,"Valid","7/7","21/06/12","14:40:11","21/06/12","14:39:48.672",-22.328,40.10117,-105.24701,1602.45,1.6,1.4,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"333",73,"Valid","9/9","21/06/12","14:50:04","21/06/12","14:49:41.667",-22.333,40.10993,-105.25495,1622.3,1.2,0.9,0,0,"Schaaps","sc80",2021,"2021-06-12",0,"sc80-06-12",FALSE
"334",74,"Valid","8/8","21/06/13","13:00:05","21/06/13","12:59:39.959",-25.041,40.10977,-105.2506,1621.27,1.1,1,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"335",75,"Valid","7/7","21/06/13","13:10:05","21/06/13","13:09:39.935",-25.065,40.10865,-105.25532,1625.62,1.3,1.1,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"336",76,"Valid","6/6","21/06/13","13:20:07","21/06/13","13:19:41.917",-25.083,40.10644,-105.25696,1625.77,1.6,1,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"337",77,"Valid","6/6","21/06/13","13:30:08","21/06/13","13:29:42.890",-25.11,40.10134,-105.24709,1625.06,1.9,0.7,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"338",78,"Valid","7/7","21/06/13","13:40:04","21/06/13","13:39:38.865",-25.135,40.10649,-105.25282,1623.91,1.8,0.5,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"339",79,"Valid","9/9","21/06/13","13:50:04","21/06/13","13:49:38.859",-25.141,40.0932,-105.23903,1592.69,1.2,0.6,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"340",80,"Valid","7/7","21/06/13","14:00:05","21/06/13","13:59:39.818",-25.182,40.09749,-105.23551,1591.07,1.5,0.6,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"341",81,"Valid","8/8","21/06/13","14:10:04","21/06/13","14:09:38.792",-25.208,40.09487,-105.24286,1592.24,1.1,0.7,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"342",82,"Valid","9/9","21/06/13","14:20:04","21/06/13","14:19:38.778",-25.222,40.09607,-105.24151,1605.64,1.6,0.9,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"343",83,"Valid","9/9","21/06/13","14:30:05","21/06/13","14:29:39.753",-25.247,40.08872,-105.23017,1573.14,1.4,0.8,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"344",84,"Valid","4/4","21/06/13","14:40:08","21/06/13","14:39:42.731",-25.269,40.10108,-105.24685,1573.45,3.9,0,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"345",85,"Valid","9/9","21/06/13","14:50:08","21/06/13","14:49:42.709",-25.291,40.08607,-105.22679,1564.11,1.1,1,0,0,"Schaaps","sc80",2021,"2021-06-13",0,"sc80-06-13",FALSE
"346",86,"Valid","8/8","21/06/14","13:00:04","21/06/14","12:59:36.097",-27.903,40.09813,-105.24335,1595.85,1.5,0.9,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"347",87,"Valid","9/9","21/06/14","13:10:06","21/06/14","13:09:38.068",-27.932,40.09253,-105.23924,1580.83,0.9,1.1,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"348",88,"Valid","9/9","21/06/14","13:20:04","21/06/14","13:19:36.046",-27.954,40.09085,-105.2395,1575.95,1.4,0.4,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"349",89,"Valid","5/5","21/06/14","13:30:10","21/06/14","13:29:41.392",-28.608,40.10137,-105.24721,1597.44,1.6,0.8,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"350",90,"Valid","7/7","21/06/14","13:40:04","21/06/14","13:39:35.996",-28.004,40.10979,-105.2517,1619.67,1.7,0.8,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"351",91,"Valid","7/7","21/06/14","13:50:06","21/06/14","13:49:37.992",-28.008,40.10133,-105.24716,1618.87,1.4,1.9,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"352",93,"Valid","9/9","21/06/14","14:10:06","21/06/14","14:09:37.930",-28.07,40.10131,-105.24726,1615.62,1.2,2.7,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"353",94,"Valid","7/7","21/06/14","14:20:04","21/06/14","14:19:35.929",-28.071,40.09294,-105.23962,1583.29,1.7,0.6,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"354",95,"Valid","8/9","21/06/14","14:30:10","21/06/14","14:29:41.398",-28.602,40.09933,-105.24337,1608.2,1.4,1.8,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"355",96,"Valid","9/9","21/06/14","14:40:04","21/06/14","14:39:35.918",-28.082,40.09317,-105.23938,1583.69,1.2,0.7,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"356",97,"Valid","6/7","21/06/14","14:50:04","21/06/14","14:49:35.847",-28.153,40.09364,-105.23857,1615.39,2,1.4,0,0,"Schaaps","sc80",2021,"2021-06-14",0,"sc80-06-14",FALSE
"357",98,"Valid","5/5","21/06/15","13:00:11","21/06/15","12:59:39.600",-31.4,40.10129,-105.24716,1616.56,1.7,1,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"358",99,"Valid","8/8","21/06/15","13:10:04","21/06/15","13:09:33.232",-30.768,40.09454,-105.23903,1593.01,2.3,2,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"359",100,"Valid","6/6","21/06/15","13:20:11","21/06/15","13:19:39.612",-31.388,40.10129,-105.24709,1611.36,1.6,1.4,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"360",101,"Valid","8/8","21/06/15","13:30:04","21/06/15","13:29:33.182",-30.818,40.10849,-105.25273,1615.21,1.8,1.2,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"361",102,"Valid","7/7","21/06/15","13:40:10","21/06/15","13:39:39.142",-30.858,40.10116,-105.24717,1608.89,1.3,2.1,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"362",103,"Valid","6/6","21/06/15","13:50:07","21/06/15","13:49:36.077",-30.923,40.10156,-105.24726,1626.65,4.8,1.9,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"363",104,"Valid","9/9","21/06/15","14:00:11","21/06/15","13:59:39.601",-31.399,40.09235,-105.23964,1585.17,1.1,1.7,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"364",105,"Valid","8/8","21/06/15","14:10:04","21/06/15","14:09:33.090",-30.91,40.0892,-105.235,1571.95,1.4,1,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"365",106,"Valid","6/6","21/06/15","14:20:10","21/06/15","14:19:39.073",-30.927,40.10136,-105.24705,1616.3,1.6,1.2,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"366",107,"Valid","7/7","21/06/15","14:30:04","21/06/15","14:29:33.047",-30.953,40.09745,-105.24397,1601.92,1.3,0.6,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"367",108,"Valid","9/9","21/06/15","14:40:04","21/06/15","14:39:33.062",-30.938,40.09084,-105.23951,1583.44,1.2,1.7,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"368",109,"Valid","9/9","21/06/15","14:50:04","21/06/15","14:49:33.017",-30.983,40.09079,-105.23823,1578.48,1.1,0.6,0,0,"Schaaps","sc80",2021,"2021-06-15",0,"sc80-06-15",FALSE
"369",110,"Valid","7/7","21/06/16","13:00:04","21/06/16","12:59:30.327",-33.673,40.09267,-105.24155,1577.21,2.6,2,0,0,"Schaaps","sc80",2021,"2021-06-16",0,"sc80-06-16",TRUE
"370",111,"Valid","8/8","21/06/16","13:10:04","21/06/16","13:09:30.288",-33.712,40.09518,-105.24087,1595.06,1.3,0.8,0,0,"Schaaps","sc80",2021,"2021-06-16",0,"sc80-06-16",TRUE
"371",112,"Valid","8/8","21/06/16","13:20:05","21/06/16","13:19:31.270",-33.73,40.10545,-105.24832,1619.28,1.7,1,0,0,"Schaaps","sc80",2021,"2021-06-16",0,"sc80-06-16",TRUE
"372",113,"Valid","8/8","21/06/16","13:30:04","21/06/16","13:29:30.256",-33.744,40.10621,-105.25058,1627.73,1.3,1.1,0,0,"Schaaps","sc80",2021,"2021-06-16",0,"sc80-06-16",TRUE
"373",2,"Valid","7/9","21/06/24","13:00:14","21/06/24","13:00:08.546",-5.454,40.10977,-105.18636,1541.22,1.5,1.1,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"374",3,"Valid","7/8","21/06/24","13:10:04","21/06/24","13:09:58.581",-5.419,40.10943,-105.17687,1536.57,3,1,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"375",4,"Valid","8/9","21/06/24","13:20:10","21/06/24","13:20:04.557",-5.443,40.10909,-105.17894,1539.2,1.7,1.3,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"376",5,"Valid","8/9","21/06/24","13:30:04","21/06/24","13:29:58.511",-5.489,40.11031,-105.18614,1538.21,1.4,3.9,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"377",6,"Valid","5/5","21/06/24","13:40:08","21/06/24","13:40:02.505",-5.495,40.114,-105.1862,1538.09,2,0.2,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"378",7,"Valid","6/7","21/06/24","13:50:04","21/06/24","13:49:58.477",-5.523,40.11029,-105.18619,1544.41,1.7,0.9,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"379",8,"Valid","8/9","21/06/24","14:00:04","21/06/24","13:59:58.425",-5.575,40.10978,-105.18654,1544.41,1.3,1.2,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"380",9,"Valid","6/8","21/06/24","14:10:04","21/06/24","14:09:58.413",-5.587,40.10778,-105.18139,1601.42,2.3,0.9,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"381",10,"Valid","7/8","21/06/24","14:20:06","21/06/24","14:20:00.381",-5.619,40.10502,-105.18797,1558.05,1.3,2.7,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"382",11,"Valid","7/9","21/06/24","14:30:04","21/06/24","14:29:58.416",-5.584,40.10503,-105.18683,1542.03,1.1,0.8,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"383",12,"Valid","8/9","21/06/24","14:40:04","21/06/24","14:39:58.320",-5.68,40.10805,-105.19023,1545.37,1.9,1.6,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"384",13,"Valid","8/9","21/06/24","14:50:04","21/06/24","14:49:58.355",-5.645,40.10976,-105.18638,1545.43,1.8,0.9,0,0,"Cathys","ca03",2021,"2021-06-24",1,"ca03-06-24",FALSE
"385",14,"Valid","8/9","21/06/25","13:00:04","21/06/25","12:59:54.895",-9.105,40.11192,-105.18563,1540.02,1.3,0.7,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"386",15,"Valid","6/7","21/06/25","13:10:09","21/06/25","13:09:59.819",-9.181,40.11048,-105.18589,1548.13,1.5,0.8,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"387",16,"Valid","8/9","21/06/25","13:20:06","21/06/25","13:19:56.805",-9.195,40.11183,-105.18551,1546.67,1.4,2,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
