"","Index","Status","Sats","RTC.date","RTC.time","FIX.date","FIX.time","Delta.s.","Latitude","Longitude","Altitude.m.","HDOP","eRes","Temperature.C.","Voltage.V.","site","nest","year","FIX.date2","firstfix","trackday","fewpoints"
"388",17,"Valid","8/9","21/06/25","13:30:04","21/06/25","13:29:54.803",-9.197,40.11182,-105.18555,1542.14,1.2,1.2,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"389",18,"Valid","6/7","21/06/25","13:40:07","21/06/25","13:39:57.784",-9.216,40.11189,-105.18527,1539.2,1.6,0.6,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"390",19,"Valid","8/9","21/06/25","13:50:09","21/06/25","13:49:59.757",-9.243,40.11158,-105.18556,1509.97,1.2,3.9,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"391",20,"Valid","8/9","21/06/25","14:00:08","21/06/25","13:59:58.729",-9.271,40.11266,-105.18439,1536.3,1.2,0.4,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"392",21,"Valid","5/6","21/06/25","14:10:06","21/06/25","14:09:56.713",-9.287,40.11175,-105.18535,1536.97,2.2,0.4,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"393",22,"Valid","8/9","21/06/25","14:20:05","21/06/25","14:19:55.676",-9.324,40.11028,-105.18606,1546.08,1.2,1.1,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"394",23,"Valid","8/9","21/06/25","14:30:04","21/06/25","14:29:54.635",-9.365,40.11277,-105.18429,1534.85,1.2,0.5,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"395",24,"Valid","7/8","21/06/25","14:40:06","21/06/25","14:39:56.618",-9.382,40.11271,-105.18678,1543.43,1.6,0.7,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"396",25,"Valid","8/9","21/06/25","14:50:07","21/06/25","14:49:57.596",-9.404,40.11179,-105.18526,1539.32,1.2,1.3,0,0,"Cathys","ca03",2021,"2021-06-25",0,"ca03-06-25",FALSE
"397",26,"Valid","8/9","21/06/26","13:00:07","21/06/26","12:59:54.008",-12.992,40.11385,-105.18081,1533.35,1.2,0.6,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"398",27,"Valid","8/9","21/06/26","13:10:07","21/06/26","13:09:53.979",-13.021,40.11311,-105.18125,1535.23,1.3,0.7,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"399",28,"Valid","8/9","21/06/26","13:20:04","21/06/26","13:19:50.902",-13.098,40.11767,-105.19742,1544.5,1.2,1.8,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"400",29,"Valid","8/9","21/06/26","13:30:05","21/06/26","13:29:51.934",-13.066,40.11376,-105.18449,1539,1.1,1.2,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"401",30,"Valid","6/8","21/06/26","13:40:04","21/06/26","13:39:50.906",-13.094,40.10838,-105.19008,1551.25,1.7,0.9,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"402",31,"Valid","8/9","21/06/26","13:50:04","21/06/26","13:49:50.824",-13.176,40.11106,-105.18957,1542.53,1.2,0.8,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"403",32,"Valid","7/8","21/06/26","14:00:04","21/06/26","13:59:50.798",-13.202,40.11406,-105.18412,1535.65,2.2,0.8,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"404",33,"Valid","8/9","21/06/26","14:10:04","21/06/26","14:09:50.838",-13.162,40.11266,-105.18393,1543.65,1.2,0.6,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"405",34,"Valid","7/8","21/06/26","14:20:05","21/06/26","14:19:51.747",-13.253,40.11404,-105.18719,1543.77,1.9,0.7,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"406",35,"Valid","6/7","21/06/26","14:30:05","21/06/26","14:29:51.777",-13.223,40.12302,-105.19113,1550.31,3.2,0.8,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"407",36,"Valid","7/8","21/06/26","14:40:04","21/06/26","14:39:50.761",-13.239,40.11979,-105.18951,1537.25,2.5,0.8,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"408",37,"Valid","7/9","21/06/26","14:50:07","21/06/26","14:49:53.719",-13.281,40.12058,-105.19267,1549.89,1.2,1.2,0,0,"Cathys","ca03",2021,"2021-06-26",0,"ca03-06-26",FALSE
"409",38,"Valid","8/9","21/06/27","13:00:04","21/06/27","12:59:47.023",-16.977,40.11267,-105.18391,1537.5,1.5,0.7,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"410",39,"Valid","7/8","21/06/27","13:10:04","21/06/27","13:09:47.028",-16.972,40.11927,-105.19073,1538.24,3,1.3,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"411",40,"Valid","8/9","21/06/27","13:20:04","21/06/27","13:19:46.976",-17.024,40.11263,-105.18394,1537.11,1.2,1,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"412",41,"Valid","8/9","21/06/27","13:30:04","21/06/27","13:29:46.973",-17.027,40.11633,-105.1954,1540.88,1.3,0.4,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"413",42,"Valid","8/9","21/06/27","13:40:04","21/06/27","13:39:46.932",-17.068,40.11978,-105.18952,1541.04,1.2,1.5,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"414",43,"Valid","8/9","21/06/27","13:50:05","21/06/27","13:49:47.915",-17.085,40.11179,-105.18546,1539.61,1.3,1.3,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"415",44,"Valid","8/9","21/06/27","14:00:04","21/06/27","13:59:46.895",-17.105,40.11316,-105.18435,1535.94,1.1,0.7,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"416",45,"Valid","7/8","21/06/27","14:10:05","21/06/27","14:09:47.869",-17.131,40.1104,-105.1861,1543.3,1.5,2.6,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"417",46,"Valid","6/7","21/06/27","14:20:04","21/06/27","14:19:46.837",-17.163,40.11036,-105.18614,1540.18,3.3,0.5,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"418",48,"Valid","7/8","21/06/27","14:40:04","21/06/27","14:39:46.762",-17.238,40.11164,-105.18543,1541.84,1.9,1.7,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"419",49,"Valid","6/7","21/06/27","14:50:06","21/06/27","14:49:48.746",-17.254,40.11039,-105.18608,1542,2.1,0.8,0,0,"Cathys","ca03",2021,"2021-06-27",0,"ca03-06-27",FALSE
"420",50,"Valid","8/9","21/06/28","13:00:04","21/06/28","12:59:43.275",-20.725,40.11032,-105.18616,1539.25,1.2,0.8,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"421",51,"Valid","8/9","21/06/28","13:10:04","21/06/28","13:09:43.245",-20.755,40.1105,-105.18579,1545.67,1.4,0.3,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"422",52,"Valid","6/7","21/06/28","13:20:05","21/06/28","13:19:44.219",-20.781,40.11065,-105.18828,1545.9,1.7,0.4,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"423",53,"Valid","8/9","21/06/28","13:30:05","21/06/28","13:29:44.133",-20.867,40.11032,-105.18615,1543.85,1.2,0.7,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"424",54,"Valid","8/9","21/06/28","13:40:04","21/06/28","13:39:43.153",-20.847,40.11067,-105.18577,1544.63,1.2,1.3,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"425",55,"Valid","6/7","21/06/28","13:50:04","21/06/28","13:49:43.133",-20.867,40.10814,-105.19023,1543.33,2.2,1.1,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"426",56,"Valid","8/9","21/06/28","14:00:04","21/06/28","13:59:43.107",-20.893,40.10926,-105.18666,1540.62,1.2,0.8,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"427",57,"Valid","8/9","21/06/28","14:10:04","21/06/28","14:09:43.112",-20.888,40.11178,-105.18547,1537.81,0.9,1.8,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"428",58,"Valid","7/9","21/06/28","14:20:05","21/06/28","14:19:44.045",-20.955,40.11182,-105.18553,1540.09,1.3,1.1,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"429",59,"Valid","7/8","21/06/28","14:30:06","21/06/28","14:29:45.029",-20.971,40.11319,-105.18538,1539.31,1.5,1.1,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"430",60,"Valid","5/6","21/06/28","14:40:06","21/06/28","14:39:44.983",-21.017,40.1118,-105.1858,1535.21,3.5,0.8,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"431",61,"Valid","8/9","21/06/28","14:50:04","21/06/28","14:49:42.979",-21.021,40.11356,-105.18598,1538.34,2,0.3,0,0,"Cathys","ca03",2021,"2021-06-28",0,"ca03-06-28",FALSE
"432",62,"Valid","8/9","21/06/29","13:00:04","21/06/29","12:59:39.434",-24.566,40.10675,-105.18285,1539.31,1.2,0.6,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"433",63,"Valid","5/6","21/06/29","13:10:04","21/06/29","13:09:39.401",-24.599,40.11177,-105.18554,1539.79,2.8,0.4,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"434",64,"Valid","7/8","21/06/29","13:20:04","21/06/29","13:19:39.368",-24.632,40.11145,-105.18801,1542.04,1.4,1.4,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"435",65,"Valid","7/8","21/06/29","13:30:05","21/06/29","13:29:40.346",-24.654,40.11154,-105.18667,1552.08,1.7,1.3,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"436",66,"Valid","7/8","21/06/29","13:40:14","21/06/29","13:39:49.316",-24.684,40.11206,-105.18552,1543.47,1.3,0.9,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"437",67,"Valid","7/8","21/06/29","13:50:04","21/06/29","13:49:39.288",-24.712,40.11174,-105.18627,1542.63,1.6,0.3,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"438",68,"Valid","6/7","21/06/29","14:00:04","21/06/29","13:59:39.271",-24.729,40.1137,-105.18901,1542.1,2.4,0.4,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"439",69,"Valid","7/9","21/06/29","14:10:04","21/06/29","14:09:39.236",-24.764,40.1191,-105.19091,1546.42,1.5,0.7,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"440",70,"Valid","7/8","21/06/29","14:20:06","21/06/29","14:19:41.185",-24.815,40.11178,-105.18559,1554.86,1.2,2.8,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"441",71,"Valid","8/9","21/06/29","14:30:04","21/06/29","14:29:39.174",-24.826,40.11718,-105.20362,1556.57,2.4,0.7,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"442",72,"Valid","8/9","21/06/29","14:40:09","21/06/29","14:39:44.145",-24.855,40.11144,-105.18712,1545.3,1.6,1.7,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"443",73,"Valid","7/9","21/06/29","14:50:05","21/06/29","14:49:40.114",-24.886,40.1114,-105.18755,1550.26,2.6,1.3,0,0,"Cathys","ca03",2021,"2021-06-29",0,"ca03-06-29",FALSE
"444",74,"Valid","8/9","21/06/30","13:00:05","21/06/30","12:59:36.560",-28.44,40.10784,-105.19072,1546.63,1.4,0.6,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"445",75,"Valid","8/9","21/06/30","13:10:04","21/06/30","13:09:35.536",-28.464,40.10963,-105.1866,1539.25,1.2,0.9,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"446",76,"Valid","8/9","21/06/30","13:20:04","21/06/30","13:19:35.507",-28.493,40.10765,-105.19016,1545.87,1.4,1.1,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"447",77,"Valid","8/9","21/06/30","13:30:06","21/06/30","13:29:37.481",-28.519,40.10752,-105.18933,1544.28,1.1,0.9,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"448",78,"Valid","8/9","21/06/30","13:40:03","21/06/30","13:39:34.436",-28.564,40.1118,-105.1855,1541.21,1.2,1.1,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"449",79,"Valid","8/9","21/06/30","13:50:04","21/06/30","13:49:35.422",-28.578,40.11066,-105.18832,1540.98,1.2,1,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"450",80,"Valid","8/9","21/06/30","14:00:09","21/06/30","13:59:40.390",-28.61,40.11171,-105.18532,1538.53,1.2,0.5,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"451",81,"Valid","8/9","21/06/30","14:10:10","21/06/30","14:09:41.367",-28.633,40.11081,-105.18909,1540.36,1.3,1,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"452",82,"Valid","8/9","21/06/30","14:20:04","21/06/30","14:19:35.337",-28.663,40.11129,-105.1845,1541.45,1.2,0.6,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"453",83,"Valid","7/9","21/06/30","14:30:04","21/06/30","14:29:35.291",-28.709,40.11234,-105.18574,1549.55,2.4,0.6,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"454",84,"Valid","9/9","21/06/30","14:40:04","21/06/30","14:39:35.264",-28.736,40.11177,-105.18546,1534.7,1,1,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"455",85,"Valid","7/9","21/06/30","14:50:08","21/06/30","14:49:39.268",-28.732,40.11381,-105.18631,1534.55,3,1.2,0,0,"Cathys","ca03",2021,"2021-06-30",0,"ca03-06-30",FALSE
"456",86,"Valid","8/9","21/07/01","13:00:05","21/07/01","12:59:32.741",-32.259,40.11173,-105.18543,1553.39,1.2,2,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"457",87,"Valid","7/7","21/07/01","13:10:05","21/07/01","13:09:32.717",-32.283,40.11198,-105.18553,1542.95,2.2,1,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"458",88,"Valid","6/7","21/07/01","13:20:05","21/07/01","13:19:32.670",-32.33,40.11178,-105.18551,1528.84,1.7,0.7,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"459",89,"Valid","8/9","21/07/01","13:30:05","21/07/01","13:29:32.663",-32.337,40.1114,-105.1852,1548.44,1.1,1,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"460",90,"Valid","5/6","21/07/01","13:40:04","21/07/01","13:39:31.619",-32.381,40.11183,-105.18638,1548.42,2,0.3,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"461",91,"Valid","5/6","21/07/01","13:50:05","21/07/01","13:49:32.597",-32.403,40.11172,-105.18537,1548.44,3.3,0.1,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"462",92,"Valid","6/6","21/07/01","14:00:05","21/07/01","13:59:32.558",-32.442,40.11175,-105.18557,1545.23,1.4,1.4,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"463",93,"Valid","8/9","21/07/01","14:10:05","21/07/01","14:09:32.531",-32.469,40.11073,-105.18831,1539.68,1.4,1,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"464",94,"Valid","6/7","21/07/01","14:20:07","21/07/01","14:19:34.509",-32.491,40.11297,-105.1865,1541.62,1.4,0.5,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"465",95,"Valid","8/9","21/07/01","14:30:09","21/07/01","14:29:36.479",-32.521,40.11299,-105.18642,1537.28,1.1,1.1,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"466",96,"Valid","7/8","21/07/01","14:40:08","21/07/01","14:39:35.460",-32.54,40.1119,-105.1855,1541.09,3.1,0.9,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"467",97,"Valid","6/7","21/07/01","14:50:04","21/07/01","14:49:31.424",-32.576,40.11174,-105.18558,1537.3,2.1,0.9,0,0,"Cathys","ca03",2021,"2021-07-01",0,"ca03-07-01",FALSE
"468",98,"Valid","6/7","21/07/02","13:00:06","21/07/02","12:59:29.878",-36.122,40.11171,-105.18561,1530.47,1.6,1,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"469",99,"Valid","8/9","21/07/02","13:10:04","21/07/02","13:09:27.855",-36.145,40.11528,-105.18986,1558.67,1.2,0.9,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"470",100,"Valid","8/9","21/07/02","13:20:07","21/07/02","13:19:30.807",-36.193,40.11178,-105.18552,1546.72,1.2,1.6,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"471",101,"Valid","8/8","21/07/02","13:30:05","21/07/02","13:29:28.785",-36.215,40.10886,-105.18702,1534.63,1.3,2.8,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"472",102,"Valid","8/9","21/07/02","13:40:04","21/07/02","13:39:27.764",-36.236,40.11164,-105.19273,1537.35,1.2,1,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"473",103,"Valid","5/5","21/07/02","13:50:10","21/07/02","13:49:33.194",-36.806,40.11175,-105.18552,1536.65,1.4,0.5,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"474",104,"Valid","6/7","21/07/02","14:00:05","21/07/02","13:59:28.672",-36.328,40.11194,-105.1859,1523.87,4.5,1,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"475",105,"Valid","7/8","21/07/02","14:10:05","21/07/02","14:09:28.673",-36.327,40.11176,-105.18511,1538.89,3.2,0.7,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"476",106,"Valid","5/6","21/07/02","14:20:04","21/07/02","14:19:27.645",-36.355,40.11172,-105.18563,1535.52,2.2,0.6,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"477",107,"Valid","8/9","21/07/02","14:30:04","21/07/02","14:29:27.567",-36.433,40.11286,-105.18467,1536.78,2.1,0.5,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"478",108,"Valid","7/9","21/07/02","14:40:05","21/07/02","14:39:28.602",-36.398,40.11312,-105.18472,1539.13,1.2,0.4,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"479",109,"Valid","7/9","21/07/02","14:50:05","21/07/02","14:49:28.563",-36.437,40.11189,-105.1855,1532.3,1.1,1.2,0,0,"Cathys","ca03",2021,"2021-07-02",0,"ca03-07-02",FALSE
"480",110,"Valid","5/6","21/07/03","13:00:05","21/07/03","12:59:25.009",-39.991,40.11163,-105.18555,1532.43,2.3,2.1,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"481",111,"Valid","6/6","21/07/03","13:10:05","21/07/03","13:09:24.998",-40.002,40.11179,-105.18557,1531.23,1.6,0.9,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"482",112,"Valid","6/7","21/07/03","13:20:10","21/07/03","13:19:29.959",-40.041,40.11205,-105.18514,1533.76,1.4,0.6,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"483",113,"Valid","8/9","21/07/03","13:30:08","21/07/03","13:29:27.936",-40.064,40.11239,-105.1853,1538.22,1.2,0.7,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"484",114,"Valid","8/9","21/07/03","13:40:06","21/07/03","13:39:25.923",-40.077,40.10754,-105.19026,1549.6,1.8,0.8,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"485",115,"Valid","8/9","21/07/03","13:50:04","21/07/03","13:49:23.830",-40.17,40.10774,-105.18832,1539.33,1.1,0.9,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"486",116,"Valid","6/7","21/07/03","14:00:04","21/07/03","13:59:23.879",-40.121,40.10922,-105.18784,1546.2,4.1,0.3,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"487",117,"Valid","8/9","21/07/03","14:10:04","21/07/03","14:09:23.805",-40.195,40.11259,-105.18507,1551.96,1.5,1.7,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"488",118,"Valid","7/9","21/07/03","14:20:04","21/07/03","14:19:23.791",-40.209,40.11266,-105.18519,1544.29,2.4,1.2,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"489",119,"Valid","8/9","21/07/03","14:30:04","21/07/03","14:29:23.779",-40.221,40.1114,-105.18631,1582.49,1.8,0.6,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"490",120,"Valid","5/7","21/07/03","14:40:06","21/07/03","14:39:25.728",-40.272,40.11178,-105.18522,1563.99,3.7,0.5,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"491",121,"Valid","7/9","21/07/03","14:50:04","21/07/03","14:49:23.716",-40.284,40.11257,-105.18494,1534.89,2,3.5,0,0,"Cathys","ca03",2021,"2021-07-03",0,"ca03-07-03",FALSE
"492",122,"Valid","8/9","21/07/04","13:00:07","21/07/04","12:59:23.303",-43.697,40.11351,-105.18735,1537.04,1.1,0.9,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"493",123,"Valid","8/9","21/07/04","13:10:04","21/07/04","13:09:20.270",-43.73,40.11092,-105.18842,1540.25,1.2,0.6,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"494",124,"Valid","8/9","21/07/04","13:20:04","21/07/04","13:19:20.245",-43.755,40.1106,-105.1891,1540.48,1.2,0.3,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"495",125,"Valid","7/9","21/07/04","13:30:05","21/07/04","13:29:21.217",-43.783,40.1126,-105.18658,1544.29,1.3,0.9,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"496",126,"Valid","8/8","21/07/04","13:40:04","21/07/04","13:39:20.200",-43.8,40.11133,-105.18318,1538.99,1.2,0.9,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"497",127,"Valid","8/9","21/07/04","13:50:04","21/07/04","13:49:20.155",-43.845,40.11265,-105.178,1533.08,1.3,1.4,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"498",128,"Valid","7/9","21/07/04","14:00:04","21/07/04","13:59:20.096",-43.904,40.11243,-105.18501,1548.04,4.6,0.3,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"499",129,"Valid","8/9","21/07/04","14:10:04","21/07/04","14:09:20.091",-43.909,40.11262,-105.18506,1538.1,1.8,1.5,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"500",130,"Valid","7/8","21/07/04","14:20:11","21/07/04","14:19:26.601",-44.399,40.11267,-105.17794,1536.45,1.4,0.2,0,0,"Cathys","ca03",2021,"2021-07-04",0,"ca03-07-04",FALSE
"501",2,"Valid","7/8","21/06/10","13:00:11","21/06/10","13:00:04.992",-6.008,40.18795,-105.1867,1567,1.9,2.2,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"502",3,"Valid","8/8","21/06/10","13:10:05","21/06/10","13:09:59.429",-5.571,40.18829,-105.18618,1531.31,1.5,1.7,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"503",4,"Valid","8/8","21/06/10","13:20:07","21/06/10","13:20:01.439",-5.561,40.1881,-105.1868,1552.39,1.1,2.2,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"504",5,"Valid","8/9","21/06/10","13:30:11","21/06/10","13:30:05.195",-5.805,40.18806,-105.18483,1541.09,1.2,0.6,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"505",6,"Valid","9/9","21/06/10","13:40:04","21/06/10","13:39:58.369",-5.631,40.18807,-105.18628,1542.22,0.9,1.3,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"506",7,"Valid","9/9","21/06/10","13:50:04","21/06/10","13:49:58.321",-5.679,40.1881,-105.18633,1543.3,0.9,2.2,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"507",8,"Valid","9/9","21/06/10","14:00:04","21/06/10","13:59:58.286",-5.714,40.18811,-105.18629,1539.08,1.4,2.8,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"508",9,"Valid","9/9","21/06/10","14:10:04","21/06/10","14:09:58.315",-5.685,40.18989,-105.18636,1533.38,1.2,1.1,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"509",10,"Valid","9/9","21/06/10","14:20:04","21/06/10","14:19:58.247",-5.753,40.18792,-105.18021,1539.56,1.7,1.3,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"510",11,"Valid","8/8","21/06/10","14:30:04","21/06/10","14:29:58.266",-5.734,40.1882,-105.18676,1536.26,1.3,2.1,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"511",12,"Valid","6/6","21/06/10","14:40:04","21/06/10","14:39:58.207",-5.793,40.18816,-105.18697,1536.83,2.4,0.4,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"512",13,"Valid","9/9","21/06/10","14:50:07","21/06/10","14:50:01.171",-5.829,40.18863,-105.18467,1537.27,1.2,0.4,0,0,"Cooks","co27",2021,"2021-06-10",0,"co27-06-10",FALSE
"513",14,"Valid","9/9","21/06/11","13:00:04","21/06/11","12:59:54.667",-9.333,40.18809,-105.18633,1536.75,0.9,1.1,0,0,"Cooks","co27",2021,"2021-06-11",0,"co27-06-11",FALSE
